u,v,key,osmid,highway,junction,oneway,reversed,length,geometry,name,maxspeed,lanes,width
318625631,100950130,0,28977080,tertiary,,False,True,118.253,"LINESTRING (153.0510361 -27.4654491, 153.0508867 -27.4653299, 153.0506801 -27.4651748, 153.0501282 -27.4647549)",Lamington Street,,,
363426095,26336287,0,28994289,tertiary,,False,True,111.318,"LINESTRING (153.0428713 -27.4590605, 153.0420226 -27.4584009)",James Street,50,2,
363426095,363426148,0,32297844,tertiary,roundabout,True,False,10.006,"LINESTRING (153.0428713 -27.4590605, 153.0428922 -27.4590478, 153.042917 -27.459043, 153.042942 -27.4590468, 153.0429635 -27.4590587)",,,,
363426148,363426182,0,32297844,tertiary,roundabout,True,False,9.816,"LINESTRING (153.0429635 -27.4590587, 153.0429782 -27.4590765, 153.0429844 -27.4590979, 153.0429813 -27.4591198, 153.0429693 -27.4591391)",,,,
363426148,318625515,0,32297846,tertiary,,False,False,247.26500000000001,"LINESTRING (153.0429635 -27.4590587, 153.0430129 -27.4590079, 153.0445445 -27.4574505, 153.0446124 -27.4573842)",Kent Street,,,
363426182,26336293,0,32297854,tertiary,,False,False,116.586,"LINESTRING (153.0429693 -27.4591391, 153.0430141 -27.4591767, 153.0433567 -27.4594644, 153.0438363 -27.4598514)",James Street,,,
363426182,363426205,0,131002685,tertiary,roundabout,True,False,10.167,"LINESTRING (153.0429693 -27.4591391, 153.0429493 -27.4591535, 153.0429246 -27.4591601, 153.042899 -27.4591577, 153.0428763 -27.4591469)",,,,
363426205,26336289,0,27600524,tertiary,,False,True,458.373,"LINESTRING (153.0428763 -27.4591469, 153.0428401 -27.4591834, 153.0401038 -27.4619433, 153.0398848 -27.4621647, 153.0398645 -27.4621824, 153.0398019 -27.462237)",Kent Street,50,,
363426205,363426095,0,131002685,tertiary,roundabout,True,False,10.767,"LINESTRING (153.0428763 -27.4591469, 153.042862 -27.4591323, 153.0428539 -27.4591143, 153.0428527 -27.459095, 153.0428588 -27.4590763, 153.0428713 -27.4590605)",,,,
499943068,100928045,0,19569428,residential,,False,False,54.608,"LINESTRING (153.0413072 -27.465883, 153.0410092 -27.4661809, 153.0409517 -27.4662584)",Barker Street,,,
499943068,11640495688,0,19569428,residential,,False,True,70.524,"LINESTRING (153.0413072 -27.465883, 153.0416068 -27.4655732, 153.0417744 -27.465403)",Barker Street,,,
499943068,303299545,0,27619744,residential,,False,False,75.277,"LINESTRING (153.0413072 -27.465883, 153.0413738 -27.4659361, 153.0418747 -27.4663355)",Gilbey Lane,,,
499943083,303299369,0,11346450,residential,,False,True,102.735,"LINESTRING (153.0420778 -27.4677423, 153.0427495 -27.4670363)",Langshaw Street,50,,
499943083,100928077,0,11346450,residential,,False,False,87.87899999999999,"LINESTRING (153.0420778 -27.4677423, 153.0415537 -27.4682751, 153.0414877 -27.4683341)",Langshaw Street,50,,
499943083,303299809,0,27619807,residential,,False,False,162.143,"LINESTRING (153.0420778 -27.4677423, 153.0420059 -27.4676865, 153.0416262 -27.4673918, 153.0422272 -27.4667375, 153.0422874 -27.4666756)",Bowman Lane,,,
499943491,100928063,0,73532286,residential,,False,False,74.722,"LINESTRING (153.0411338 -27.4671044, 153.0413194 -27.4677559)",Moray Street,50,,
499943491,303299545,0,27619773,residential,,False,True,112.487,"LINESTRING (153.0411338 -27.4671044, 153.041206 -27.4670294, 153.041576 -27.4666455, 153.0418747 -27.4663355)",Locke Street,,,
499943491,100928045,0,73532286,residential,,False,True,96.588,"LINESTRING (153.0411338 -27.4671044, 153.0409371 -27.4663845, 153.0409355 -27.4663159, 153.0409517 -27.4662584)",Moray Street,50,,
554230434,26336328,0,19677443,residential,,False,False,118.82799999999999,"LINESTRING (153.0442114 -27.4594574, 153.0449075 -27.4587192, 153.0449737 -27.4586918, 153.0450094 -27.4586653)",Gibbon Street,,,
554230434,26336293,0,19677443,residential,,False,True,57.351,"LINESTRING (153.0442114 -27.4594574, 153.0440546 -27.4596206, 153.0439023 -27.4597816, 153.0438363 -27.4598514)",Gibbon Street,,,
554230434,554230449,0,43763616,residential,,False,True,145.72,"LINESTRING (153.0442114 -27.4594574, 153.0437858 -27.4591207, 153.0443792 -27.4585124)",Dawson Lane,,,
554230449,554230434,0,43763616,residential,,False,False,145.72,"LINESTRING (153.0443792 -27.4585124, 153.0437858 -27.4591207, 153.0442114 -27.4594574)",Dawson Lane,,,
778867198,170851484,0,16555724,residential,,False,True,53.3,"LINESTRING (153.0506755 -27.4625485, 153.0504437 -27.4627809, 153.0503962 -27.4628052, 153.050366 -27.4628123, 153.0503274 -27.4628156, 153.0502621 -27.4628212)",Riverview Court,,,
1470286504,1470286603,0,133582715,residential,,False,False,102.4,"LINESTRING (153.0448093 -27.4606813, 153.0455036 -27.461242, 153.0455613 -27.4612314, 153.0455887 -27.4612054)",James Street,,1,
1470286603,26336320,0,131002686,tertiary,,False,False,22.245,"LINESTRING (153.0455887 -27.4612054, 153.0457587 -27.4613368)",James Street,60,,
1470286603,26336319,0,131002686,tertiary,,False,True,110.171,"LINESTRING (153.0455887 -27.4612054, 153.0447563 -27.460545)",James Street,60,,
1470286603,1470286504,0,133582715,residential,,False,True,102.4,"LINESTRING (153.0455887 -27.4612054, 153.0455613 -27.4612314, 153.0455036 -27.461242, 153.0448093 -27.4606813)",James Street,,1,
2358200532,2358200533,0,227087070,residential,,False,False,54.269,"LINESTRING (153.0435576 -27.4645344, 153.0439734 -27.4648539)",,,,
2358200533,228462766,0,27600523,residential,,False,True,127.747,"LINESTRING (153.0439734 -27.4648539, 153.0448224 -27.4639865)",Browne Street,,,
2358200533,2358200532,0,227087070,residential,,False,True,54.269,"LINESTRING (153.0439734 -27.4648539, 153.0435576 -27.4645344)",,,,
2358200533,228463674,0,21240973,residential,,False,False,42.421,"LINESTRING (153.0439734 -27.4648539, 153.0440383 -27.4649043, 153.0442968 -27.4651053)",Beattie Lane,,,
2358200533,100927842,0,27600523,residential,,False,False,52.32,"LINESTRING (153.0439734 -27.4648539, 153.0439043 -27.4649262, 153.0438169 -27.4650103, 153.0437275 -27.4651113, 153.0436913 -27.4651492, 153.0436689 -27.4651727, 153.04363 -27.4652122)",Browne Street,,,
3798145737,100950144,0,13860887,residential,,True,False,182.123,"LINESTRING (153.0523891 -27.4677876, 153.0523318 -27.4677789, 153.0522165 -27.4677373, 153.0521042 -27.4677322, 153.0519857 -27.4677735, 153.0516307 -27.4676929, 153.0516023 -27.4676445, 153.0516905 -27.4673687, 153.0521602 -27.4669416)",Hopetoun Way,,,
3798145737,9119007307,0,13860888,residential,,False,False,48.655,"LINESTRING (153.0523891 -27.4677876, 153.052385 -27.467818, 153.0523781 -27.4678616, 153.0523892 -27.4678859, 153.0524139 -27.4679122, 153.0525374 -27.4680096, 153.052667 -27.4681148)",Binkenba Court,,,
4416254158,9949476155,0,8028130,residential,,True,False,11.267,"LINESTRING (153.0388948 -27.4630578, 153.0389221 -27.4630536, 153.0389481 -27.4630471, 153.0389618 -27.4630428, 153.0389736 -27.4630392, 153.039005 -27.4630319)",Kent Street,50,1,
4416254158,9949476162,0,1085833488,residential,,True,False,9.984,"LINESTRING (153.0388948 -27.4630578, 153.0389265 -27.4630905, 153.0389388 -27.4630993, 153.0389535 -27.4631113, 153.038963 -27.4631236)",Bowen Terrace,50,1,
6275530526,26336291,0,546260876,residential,,False,False,46.98799999999999,"LINESTRING (153.0401445 -27.4630653, 153.0402544 -27.4629527, 153.0403483 -27.4628686, 153.040378 -27.4628395, 153.0404024 -27.4628109, 153.0404198 -27.4627905, 153.0404553 -27.462746)",Bowen Street,50,,
6654284506,201214373,0,"[1065761872, 19359685]",residential,,False,True,43.625,"LINESTRING (153.0458917 -27.4577652, 153.0459209 -27.4577756, 153.0459439 -27.4577741, 153.0459678 -27.4577658, 153.0460472 -27.4576915, 153.046233 -27.4578353)",Ellis Street,,,3
9119007307,3798145737,0,13860888,residential,,False,True,48.655,"LINESTRING (153.052667 -27.4681148, 153.0525374 -27.4680096, 153.0524139 -27.4679122, 153.0523892 -27.4678859, 153.0523781 -27.4678616, 153.052385 -27.467818, 153.0523891 -27.4677876)",Binkenba Court,,,
9949476155,9949476162,0,1085833485,residential,,True,False,11.036999999999999,"LINESTRING (153.039005 -27.4630319, 153.0389871 -27.4630638, 153.0389817 -27.4630731, 153.0389778 -27.4630821, 153.038963 -27.4631236)",Kent Street,50,1,
9949476155,26336289,0,1085833486,residential,,False,False,118.35300000000001,"LINESTRING (153.039005 -27.4630319, 153.0394737 -27.462555, 153.03972 -27.4623046, 153.0397391 -27.4622889, 153.0398019 -27.462237)",Kent Street,50,,
9949476162,26336346,0,1085833487,residential,,True,False,86.01599999999999,"LINESTRING (153.038963 -27.4631236, 153.0389794 -27.4631495, 153.0389845 -27.4631573, 153.0389972 -27.4631688, 153.0390353 -27.4631951, 153.039073 -27.4632197, 153.039523 -27.463568, 153.0395703 -27.4636072, 153.0396085 -27.4636399)",Bowen Terrace,50,1,
11640495688,100928202,0,15381720,residential,,False,False,192.44,"LINESTRING (153.0417744 -27.465403, 153.0418208 -27.4654384, 153.041847 -27.4654587, 153.0420872 -27.4656443, 153.0432444 -27.4665405)",Bowen Terrace,50,,
11640495688,26336387,0,15381720,residential,,False,True,188.61300000000003,"LINESTRING (153.0417744 -27.465403, 153.0417275 -27.4653672, 153.0417037 -27.4653487, 153.0414616 -27.4651604, 153.0413438 -27.4650549, 153.0409155 -27.4646402, 153.0408022 -27.46453, 153.0407254 -27.4644671, 153.0406198 -27.4643902, 153.0404758 -27.4642826, 153.0404575 -27.4642642, 153.0404485 -27.4642514, 153.0404404 -27.4642363, 153.0404344 -27.4642199, 153.0404316 -27.4642073)",Bowen Terrace,50,,
11640495688,499943068,0,19569428,residential,,False,False,70.524,"LINESTRING (153.0417744 -27.465403, 153.0416068 -27.4655732, 153.0413072 -27.465883)",Barker Street,,,
11640495688,100927821,0,19569428,residential,,False,True,136.49599999999998,"LINESTRING (153.0417744 -27.465403, 153.0418328 -27.4653438, 153.041896 -27.4652796, 153.0422291 -27.4649414, 153.0424887 -27.4646773, 153.042579 -27.4645846, 153.0426147 -27.4645432, 153.0426759 -27.4644722)",Barker Street,,,
